"HITId";"HITTypeId";"Title";"Description";"Keywords";"Reward";"CreationTime";"MaxAssignments";"RequesterAnnotation";"AssignmentDurationInSeconds";"AutoApprovalDelayInSeconds";"Expiration";"NumberOfSimilarHITs";"LifetimeInSeconds";"AssignmentId";"WorkerId";"AssignmentStatus";"AcceptTime";"SubmitTime";"AutoApprovalTime";"ApprovalTime";"RejectionTime";"RequesterFeedback";"WorkTimeInSeconds";"LifetimeApprovalRate";"Last30DaysApprovalRate";"Last7DaysApprovalRate";"Input.image";"Answer.blurry";"Answer.quality";"Approve";"Reject"
"2F5J92NJKM05Q9PQ7IPW7GTPTYSE9Y";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:39 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:39 GMT 2011";"32";;"23UD5NQYN5F35NPDIUPMSCWY4HCB7L";"AVEEXNWYXBSGM";"Approved";"Sat Apr 30 15:20:34 GMT 2011";"Sat Apr 30 15:20:40 GMT 2011";"Sat May 07 08:20:40 PDT 2011";"Sat Apr 30 19:55:03 PDT 2011";;;"6";"100% (61/61)";"100% (61/61)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0083.jpg";0;"0";;
"2F5J92NJKM05Q9PQ7IPW7GTPTYSE9Y";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:39 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:39 GMT 2011";"32";;"2AGHOVR14IXK3PR6FI5C1A6XWBR87J";"A21F72O2DV6TO4";"Approved";"Sat Apr 30 15:20:37 GMT 2011";"Sat Apr 30 15:20:49 GMT 2011";"Sat May 07 08:20:49 PDT 2011";"Sat Apr 30 19:55:04 PDT 2011";;;"12";"100% (11/11)";"100% (11/11)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0083.jpg";0;"0";;
"2F5J92NJKM05Q9PQ7IPW7GTPTYSE9Y";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:39 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:39 GMT 2011";"32";;"2NGBDDP8PJWK90J5AN23V39ZTO9G5S";"A12KRSSY1NV0CE";"Approved";"Sat Apr 30 15:19:50 GMT 2011";"Sat Apr 30 15:20:08 GMT 2011";"Sat May 07 08:20:08 PDT 2011";"Sat Apr 30 19:55:04 PDT 2011";;;"18";"100% (15/15)";"100% (15/15)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0083.jpg";0;"0";;
"2F5J92NJKM05Q9PQ7IPW7GTPTYSE9Y";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:39 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:39 GMT 2011";"32";;"2RKTLB3L0FBJO5U8WFARJVE5K2UKWG";"A3ARNAZVTW1DQU";"Approved";"Sat Apr 30 15:19:56 GMT 2011";"Sat Apr 30 15:20:08 GMT 2011";"Sat May 07 15:20:08 GMT 2011";"Sat Apr 30 19:55:04 PDT 2011";;;"12";"100% (20/20)";"100% (20/20)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0083.jpg";2;"0";;
"2F5J92NJKM05Q9PQ7IPW7GTPTYSE9Y";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:39 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:39 GMT 2011";"32";;"2TOKUDD8XMB35QFWDCXUYO6TXRYDOK";"AMGGLXGMFWEN2";"Approved";"Sat Apr 30 15:20:41 GMT 2011";"Sat Apr 30 15:20:46 GMT 2011";"Sat May 07 08:20:46 PDT 2011";"Sat Apr 30 19:55:04 PDT 2011";;;"5";"100% (13/13)";"100% (13/13)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0083.jpg";0;"0";;
"2LWGDHDM25L8XWTW978E46OEOXEOEM";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:39 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:39 GMT 2011";"65";;"2118D8J3VE7W7FZKBD73RCK8364YIH";"A39RQ6JXDIS2DQ";"Approved";"Sat Apr 30 15:14:32 GMT 2011";"Sat Apr 30 15:15:13 GMT 2011";"Sat May 07 15:15:13 GMT 2011";"Sat Apr 30 19:55:04 PDT 2011";;;"41";"100% (18/18)";"100% (18/18)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0084.jpg";2;"1";;
"2LWGDHDM25L8XWTW978E46OEOXEOEM";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:39 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:39 GMT 2011";"65";;"28M98JHSTLB30NL8WA9OGJEJKRXRFH";"A2CQ8HQBH5DIWM";"Approved";"Sat Apr 30 15:14:41 GMT 2011";"Sat Apr 30 15:16:13 GMT 2011";"Sat May 07 08:16:13 PDT 2011";"Sat Apr 30 19:55:04 PDT 2011";;;"92";"100% (1/1)";"100% (1/1)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0084.jpg";0;"2";;
"2LWGDHDM25L8XWTW978E46OEOXEOEM";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:39 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:39 GMT 2011";"65";;"2GNCPWZ9RNDWXB1Y58JN8DTGNE5RC6";"AVEEXNWYXBSGM";"Approved";"Sat Apr 30 15:14:25 GMT 2011";"Sat Apr 30 15:14:33 GMT 2011";"Sat May 07 15:14:33 GMT 2011";"Sat Apr 30 19:55:05 PDT 2011";;;"8";"100% (61/61)";"100% (61/61)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0084.jpg";2;"1";;
"2LWGDHDM25L8XWTW978E46OEOXEOEM";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:39 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:39 GMT 2011";"65";;"2QQQ4J3NAB6BU9LC1ZPIY1TJ8QIREZ";"A2HQPO7N4H44UA";"Approved";"Sat Apr 30 15:14:32 GMT 2011";"Sat Apr 30 15:14:43 GMT 2011";"Sat May 07 15:14:43 GMT 2011";"Sat Apr 30 19:55:05 PDT 2011";;;"11";"100% (2/2)";"100% (2/2)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0084.jpg";0;"2";;
"2LWGDHDM25L8XWTW978E46OEOXEOEM";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:39 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:39 GMT 2011";"65";;"2UFQY2RCJK63EIK0USRKZIAQ2WNU55";"A38KH9L0WDTPWB";"Approved";"Sat Apr 30 15:14:37 GMT 2011";"Sat Apr 30 15:15:01 GMT 2011";"Sat May 07 15:15:01 GMT 2011";"Sat Apr 30 19:55:05 PDT 2011";;;"24";"100% (9/9)";"100% (9/9)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0084.jpg";2;"2";;
"2GOR70G5R98DN69SR8NSXTNYWNLRBY";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:39 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:39 GMT 2011";"0";;"214JK63ZVE3H6NQRVBH9OL5RWS3ZA5";"AVEEXNWYXBSGM";"Approved";"Sat Apr 30 15:17:24 GMT 2011";"Sat Apr 30 15:17:32 GMT 2011";"Sat May 07 15:17:32 GMT 2011";"Sat Apr 30 19:55:05 PDT 2011";;;"8";"100% (61/61)";"100% (61/61)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0085.jpg";0;"0";;
"2GOR70G5R98DN69SR8NSXTNYWNLRBY";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:39 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:39 GMT 2011";"0";;"22O1VP9746OQGFTN38H6C051JXF0KU";"A39RQ6JXDIS2DQ";"Approved";"Sat Apr 30 15:22:33 GMT 2011";"Sat Apr 30 15:23:22 GMT 2011";"Sat May 07 08:23:22 PDT 2011";"Sat Apr 30 19:55:05 PDT 2011";;;"49";"100% (18/18)";"100% (18/18)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0085.jpg";0;"1";;
"2GOR70G5R98DN69SR8NSXTNYWNLRBY";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:39 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:39 GMT 2011";"0";;"2KTQP6AUC26DVTDAEYUV5FK051O92U";"A1JQS9AN8LEAKZ";"Approved";"Sat Apr 30 15:23:03 GMT 2011";"Sat Apr 30 15:23:11 GMT 2011";"Sat May 07 15:23:11 GMT 2011";"Sat Apr 30 19:55:05 PDT 2011";;;"8";"100% (20/20)";"100% (20/20)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0085.jpg";0;"0";;
"2GOR70G5R98DN69SR8NSXTNYWNLRBY";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:39 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:39 GMT 2011";"0";;"2S9PCGJ2D21OIJBUU1APUSI2DBH5B0";"A2OJQOMM43DVPX";"Approved";"Sat Apr 30 15:23:01 GMT 2011";"Sat Apr 30 15:23:09 GMT 2011";"Sat May 07 15:23:09 GMT 2011";"Sat Apr 30 19:55:05 PDT 2011";;;"8";"100% (16/16)";"100% (16/16)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0085.jpg";0;"1";;
"2GOR70G5R98DN69SR8NSXTNYWNLRBY";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:39 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:39 GMT 2011";"0";;"2WBUNU8LZ6R7F3BOM948O3VE09V4KE";"A1X55V63BZ8MKL";"Approved";"Sat Apr 30 15:19:47 GMT 2011";"Sat Apr 30 15:19:54 GMT 2011";"Sat May 07 15:19:54 GMT 2011";"Sat Apr 30 19:55:06 PDT 2011";;;"7";"100% (55/55)";"100% (55/55)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0085.jpg";0;"1";;
"2X7GSNTL0XUL63TQOKUMRDX5ZWPM0J";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:39 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:39 GMT 2011";"54";;"211Y8TNKIMZS1SQCUTTOR0PGOS5XA6";"AVEEXNWYXBSGM";"Approved";"Sat Apr 30 15:18:43 GMT 2011";"Sat Apr 30 15:18:49 GMT 2011";"Sat May 07 15:18:49 GMT 2011";"Sat Apr 30 19:55:06 PDT 2011";;;"6";"100% (61/61)";"100% (61/61)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0086.jpg";2;"1";;
"2X7GSNTL0XUL63TQOKUMRDX5ZWPM0J";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:39 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:39 GMT 2011";"54";;"2BP3V0FK0COKH6KYZ8GKP9LRPJRHOX";"A1X55V63BZ8MKL";"Approved";"Sat Apr 30 15:16:12 GMT 2011";"Sat Apr 30 15:16:17 GMT 2011";"Sat May 07 15:16:17 GMT 2011";"Sat Apr 30 19:55:06 PDT 2011";;;"5";"100% (55/55)";"100% (55/55)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0086.jpg";2;"2";;
"2X7GSNTL0XUL63TQOKUMRDX5ZWPM0J";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:39 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:39 GMT 2011";"54";;"2HUJENLVWJ5O4Y6V8HQ83MWB0RT0SC";"AR0G5UWWA0BHI";"Approved";"Sat Apr 30 15:21:19 GMT 2011";"Sat Apr 30 15:21:32 GMT 2011";"Sat May 07 08:21:32 PDT 2011";"Sat Apr 30 19:55:06 PDT 2011";;;"13";"100% (39/39)";"100% (39/39)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0086.jpg";2;"2";;
"2X7GSNTL0XUL63TQOKUMRDX5ZWPM0J";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:39 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:39 GMT 2011";"54";;"2KNKI62NJQ21MP56MR86GKLCOREMUO";"A1JQS9AN8LEAKZ";"Approved";"Sat Apr 30 15:17:43 GMT 2011";"Sat Apr 30 15:17:53 GMT 2011";"Sat May 07 15:17:53 GMT 2011";"Sat Apr 30 19:55:06 PDT 2011";;;"10";"100% (20/20)";"100% (20/20)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0086.jpg";2;"1";;
"2X7GSNTL0XUL63TQOKUMRDX5ZWPM0J";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:39 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:39 GMT 2011";"54";;"2LVQ39Z0B6UT3TZ1RWJT0RKGI9VMXG";"A1PH7CAMG7OIOF";"Approved";"Sat Apr 30 15:17:51 GMT 2011";"Sat Apr 30 15:18:02 GMT 2011";"Sat May 07 15:18:02 GMT 2011";"Sat Apr 30 19:55:07 PDT 2011";;;"11";"100% (3/3)";"100% (3/3)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0086.jpg";2;"1";;
"29DQ8H88MQU60SU88D91WXX4UP0S9C";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:39 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:39 GMT 2011";"0";;"21A8IUB2YU98Y4YQYCUL5FBJ2VQ8KO";"AVEEXNWYXBSGM";"Approved";"Sat Apr 30 15:16:52 GMT 2011";"Sat Apr 30 15:16:59 GMT 2011";"Sat May 07 15:16:59 GMT 2011";"Sat Apr 30 19:55:07 PDT 2011";;;"7";"100% (61/61)";"100% (61/61)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0087.jpg";2;"1";;
"29DQ8H88MQU60SU88D91WXX4UP0S9C";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:39 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:39 GMT 2011";"0";;"2F0B727M0IGFZ4JYJZ6S0F4VB1XDYV";"A6IQFV1JHND4I";"Approved";"Sat Apr 30 15:22:27 GMT 2011";"Sat Apr 30 15:22:54 GMT 2011";"Sat May 07 08:22:54 PDT 2011";"Sat Apr 30 19:55:07 PDT 2011";;;"27";"100% (20/20)";"100% (20/20)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0087.jpg";2;"2";;
"29DQ8H88MQU60SU88D91WXX4UP0S9C";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:39 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:39 GMT 2011";"0";;"2IAUB2YU98JH7GR8GMRFGJ9IHOLMAB";"AR0G5UWWA0BHI";"Approved";"Sat Apr 30 15:15:53 GMT 2011";"Sat Apr 30 15:16:14 GMT 2011";"Sat May 07 15:16:14 GMT 2011";"Sat Apr 30 19:55:07 PDT 2011";;;"21";"100% (39/39)";"100% (39/39)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0087.jpg";2;"2";;
